470817,2412;	574105,2037
471777,9238;	575614,8478
470634,254;	572235,3036
474764,779;	574070,217
473337,3418;	571446,4024
473031,8291;	568899,6079
477940,5703;	570778,8958
478392,4209;	572832,7624
477190,909;	574825,013
477832,7423;	576873,7449
480220,3622;	576134,3529
476903,3676;	573156,2464
478936,6956;	574778,801
474870,0397;	573197,3237
